Run,Sample sheet_Sample_ID,Clinical/RnD,Support,Сlinical QC Required,Is it top off seq?,Is it reseq?,Sample target,FlowCell,Project,Source,Tumor/Normal,Input material type,"Extraction 
place",Extraction kit,Library construction kit,Library prob set kit,Case_ID (patient ID),Specimen_ID,"Library Lab_ID 
(unique)",Extract BG_ID,Patient BG_ID,Sample BG_ID,Library Concentration
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_46,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,tumor,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006140,,LIB007985,D004455,RS005029,RS005029_T_FPB,19
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_47,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,normal,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006140,,LIB007986,D004456,RS005030,RS005030_N_FPB,28
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_48,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,tumor,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006141,,LIB007987,D004457,RS005031,RS005031_T_FPB,116
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_49,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,normal,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006141,,LIB007988,D004458,RS005033,RS005033_N_FPB,137
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_50,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,tumor,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006142,,LIB007989,D004459,RS005034,RS005034_T_FPB,18
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_51,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,normal,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006142,,LIB007990,D004460,RS005036,RS005036_N_FPB,56
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_52,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,normal,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006143,,LIB007992,D004462,RS005039,RS005039_N_FPB,84
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_53,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,tumor,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006144,,LIB007993,D004463,RS005040,RS005040_T_FPB,6
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_54,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,normal,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006144,,LIB007994,D004464,RS005042,RS005042_N_FPB,74
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_55,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,tumor,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006145,,LIB007995,D004465,RS005043,RS005043_T_FPB,75
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_56,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,tumor,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006145,,LIB007996,D004466,RS005044,RS005044_T_FPB,102
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_57,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,normal,Whole blood,,Unknown,Agilent XTHS2 DNA,V7,PT006145,,LIB007997,D004467,RS005045,RS005045_N_WB,93
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_58,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,tumor,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006146,,LIB007998,D004468,RS005046,RS005046_T_FPB,10
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_59,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,normal,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006146,,LIB007999,D004469,RS005048,RS005048_N_FPB,65
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_60,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,tumor,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006147,,LIB008000,D004470,RS005049,RS005049_T_FPB,131
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_61,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,normal,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006147,,LIB008001,D004471,RS005051,RS005051_N_FPB,116
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_62,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,tumor,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006148,,LIB008002,D004472,RS005052,RS005052_T_FPB,4
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_63,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,normal,Whole blood,,Unknown,Agilent XTHS2 DNA,V7,PT006148,,LIB008003,D004473,RS005054,RS005054_N_WB,125
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_64,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,tumor,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006149,,LIB008004,D004474,RS005055,RS005055_T_FPB,148
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_65,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,tumor,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006149,,LIB008005,D004475,RS005057,RS005057_T_FPB,23
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_66,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,normal,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006149,,LIB008006,D004476,RS005059,RS005059_N_FPB,54
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_67,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,tumor,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006150,,LIB008007,D004477,RS005060,RS005060_T_FPB,58
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_68,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,DNA,normal,FFPE,,Unknown,Agilent XTHS2 DNA,V7,PT006150,,LIB008008,D004478,RS005062,RS005062_N_FPB,0
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_69,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,BG WES,PT006128,,LIB008009,D004479,RS005013,RS005013_T_FPS,57
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_70,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,BG WES,PT006128,,LIB008010,D004480,RS005014,RS005014_T_FPS,107
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_71,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,BG WES,PT006129,,LIB008011,D004481,RS005015,RS005015_T_FPS,81
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_72,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,BG WES,PT006130,,LIB008012,D004482,RS005016,RS005016_T_FPS,92
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_73,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,BG WES,PT006131,,LIB008013,D004483,RS005017,RS005017_T_FPS,40
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_74,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,BG WES,PT006132,,LIB008014,D004484,RS005018,RS005018_T_FPS,130
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_75,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,BG WES,PT006132,,LIB008015,D004485,RS005019,RS005019_T_FPS,105
230519_NovaC_XTHS2,WES-tumor-230519_NovaC_Sample_76,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,BG WES,PT006133,,LIB008016,D004486,RS005020,RS005020_T_FPS,11
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_77,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,normal,PBMC,,Qiagen AllPrep DNA/RNA Mini Kit,Agilent XTHS2 DNA,BG WES,PT006128,,LIB008017,D004501,RS005007,RS005007_N_PB,67
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_78,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,normal,PBMC,,Qiagen AllPrep DNA/RNA Mini Kit,Agilent XTHS2 DNA,BG WES,PT006129,,LIB008018,D004502,RS005008,RS005008_N_PB,33
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_79,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,normal,PBMC,,Qiagen AllPrep DNA/RNA Mini Kit,Agilent XTHS2 DNA,BG WES,PT006130,,LIB008019,D004503,RS005009,RS005009_N_PB,33
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_80,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,normal,PBMC,,Qiagen AllPrep DNA/RNA Mini Kit,Agilent XTHS2 DNA,BG WES,PT006131,,LIB008020,D004504,RS005010,RS005010_N_PB,149
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_81,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,normal,PBMC,,Qiagen AllPrep DNA/RNA Mini Kit,Agilent XTHS2 DNA,BG WES,PT006132,,LIB008021,D004505,RS005011,RS005011_N_PB,0
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_82,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,DNA,normal,PBMC,,Qiagen AllPrep DNA/RNA Mini Kit,Agilent XTHS2 DNA,BG WES,PT006133,,LIB008022,D004506,RS005012,RS005012_N_PB,13
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_83,Validation,Yes,No,,,,S4,Bravo Validation,DNA,normal,Saliva,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,,PT005965,,LIB008160,D004573,BG003823,BG003823_N_S,78
230519_NovaC_XTHS2,WES-normal-230519_NovaC_Sample_84,Validation,Yes,No,,,,S4,Bravo Validation,DNA,normal,Whole blood,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,,PT005004,,LIB008161,D004574,BG003545,BG003545_N_WB,94
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_85,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006081,,LIB008023,R008461,RS004948,RS004948_T_FF,144
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_86,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006082,,LIB008024,R008462,RS004949,RS004949_T_FF,9
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_87,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006083,,LIB008025,R008463,RS004950,RS004950_T_FF,141
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_88,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006084,,LIB008026,R008464,RS004951,RS004951_T_FF,81
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_89,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006085,,LIB008027,R008465,RS004952,RS004952_T_FF,44
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_90,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006086,,LIB008028,R008466,RS004953,RS004953_T_FF,24
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_91,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006088,,LIB008029,R008468,RS004955,RS004955_T_FF,116
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_92,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006087,,LIB008030,R008467,RS004954,RS004954_T_FF,24
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_93,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006089,,LIB008031,R008469,RS004956,RS004956_T_FF,99
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_94,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006090,,LIB008032,R008470,RS004957,RS004957_T_FF,9
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_95,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006090,,LIB008033,R008471,RS004958,RS004958_T_FF,10
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_96,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006091,,LIB008034,R008472,RS004959,RS004959_T_FF,99
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_97,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006091,,LIB008035,R008473,RS004960,RS004960_T_FF,24
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_98,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006092,,LIB008036,R008474,RS004961,RS004961_T_FF,136
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_99,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006092,,LIB008037,R008475,RS004962,RS004962_T_FF,80
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_100,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006093,,LIB008038,R008476,RS004963,RS004963_T_FF,71
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_101,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006094,,LIB008039,R008477,RS004964,RS004964_T_FF,17
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_102,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006094,,LIB008040,R008478,RS004965,RS004965_T_FF,139
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_103,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006095,,LIB008041,R008479,RS004966,RS004966_T_FF,40
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_104,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006096,,LIB008042,R008480,RS004967,RS004967_T_FF,19
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_105,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006097,,LIB008043,R008481,RS004968,RS004968_T_FF,107
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_106,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006098,,LIB008044,R008482,RS004969,RS004969_T_FF,80
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_107,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006099,,LIB008045,R008483,RS004970,RS004970_T_FF,139
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_108,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006099,,LIB008046,R008484,RS004971,RS004971_T_FF,69
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_109,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006100,,LIB008047,R008485,RS004972,RS004972_T_FF,138
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_110,Collaboration,Yes,Yes,,,,S4,NCI_FL_Roschewski,RNA,tumor,FF,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006101,,LIB008048,R008486,RS004973,RS004973_T_FF,75
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_111,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,RNA,tumor,PBMC,,Qiagen AllPrep DNA/RNA Mini Kit,Agilent XTHS2 RNA,V7+UTR,PT006128,,LIB008049,R008526,RS005007,RS005007_N_PB,57
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_112,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,RNA,tumor,PBMC,,Qiagen AllPrep DNA/RNA Mini Kit,Agilent XTHS2 RNA,V7+UTR,PT006129,,LIB008050,R008527,RS005008,RS005008_N_PB,106
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_113,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,RNA,tumor,PBMC,,Qiagen AllPrep DNA/RNA Mini Kit,Agilent XTHS2 RNA,V7+UTR,PT006132,,LIB008051,R008530,RS005011,RS005011_N_PB,113
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_114,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,RNA,tumor,PBMC,,Qiagen AllPrep DNA/RNA Mini Kit,Agilent XTHS2 RNA,V7+UTR,PT006131,,LIB008052,R008529,RS005010,RS005010_N_PB,37
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_115,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,RNA,tumor,PBMC,,Qiagen AllPrep DNA/RNA Mini Kit,Agilent XTHS2 RNA,V7+UTR,PT006130,,LIB008053,R008528,RS005009,RS005009_N_PB,141
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_116,Collaboration,Yes,Yes,,,,S4,Mayo_DIAL_Villasboas,RNA,tumor,PBMC,,Qiagen AllPrep DNA/RNA Mini Kit,Agilent XTHS2 RNA,V7+UTR,PT006133,,LIB008054,R008531,RS005012,RS005012_N_PB,4
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_117,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,RNA,tumor,FFPE,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006141,,LIB008055,R008489,RS005032,RS005032_T_FPB,125
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_118,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,RNA,tumor,FFPE,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006144,,LIB008056,R008492,RS005041,RS005041_T_FPB,39
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_119,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,RNA,tumor,FFPE,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006147,,LIB008057,R008494,RS005050,RS005050_T_FPB,109
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_120,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,RNA,tumor,FFPE,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006149,,LIB008058,R008497,RS005058,RS005058_T_FPB,110
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_121,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,RNA,tumor,FFPE,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006138,,LIB008059,R008488,RS005025,RS005025_T_FPB,97
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_122,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,RNA,tumor,FFPE,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006150,,LIB008060,R008498,RS005061,RS005061_T_FPB,127
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_123,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,RNA,tumor,FFPE,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006142,,LIB008061,R008490,RS005035,RS005035_T_FPB,40
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_124,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,RNA,tumor,FFPE,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006148,,LIB008062,R008495,RS005053,RS005053_T_FPB,83
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_125,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,RNA,tumor,FFPE,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006143,,LIB008063,R008491,RS005038,RS005038_T_FPB,40
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_126,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,RNA,tumor,FFPE,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006146,,LIB008064,R008493,RS005047,RS005047_T_FPB,125
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_127,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,RNA,tumor,FFPE,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006149,,LIB008065,R008496,RS005056,RS005056_T_FPB,67
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_128,Collaboration,Yes,Yes,,,,S4,WCMC_CUP_Sternberg_Retrospective,RNA,tumor,FFPE,,Unknown,Agilent XTHS2 RNA,V7+UTR,PT006137,,LIB008066,R008487,RS005022,RS005022_T_FPB,37
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_129,Collaboration,Yes,Yes,,,,S4,MGH.David Ting.PDAC,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT006109,,LIB008067,R008499,RS004988,RS004988_T_FPS,65
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_130,Collaboration,Yes,Yes,,,,S4,MGH.David Ting.PDAC,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT006110,,LIB008068,R008500,RS004989,RS004989_T_FPS,93
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_131,Collaboration,Yes,Yes,,,,S4,MGH.David Ting.PDAC,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT006111,,LIB008069,R008501,RS004990,RS004990_T_FPS,103
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_132,Collaboration,Yes,Yes,,,,S4,MGH.David Ting.PDAC,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT006112,,LIB008070,R008502,RS004991,RS004991_T_FPS,140
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_133,Collaboration,Yes,Yes,,,,S4,MGH.David Ting.PDAC,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT006113,,LIB008071,R008503,RS004992,RS004992_T_FPS,43
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_134,Collaboration,Yes,Yes,,,,S4,MGH.David Ting.PDAC,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT006114,,LIB008072,R008504,RS004993,RS004993_T_FPS,80
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_135,Collaboration,Yes,Yes,,,,S4,MGH.David Ting.PDAC,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT006115,,LIB008073,R008505,RS004994,RS004994_T_FPS,39
230519_NovaC_XTHS2,RNASeq-tumor-230519_NovaC_Sample_136,Collaboration,Yes,Yes,,,,S4,MGH.David Ting.PDAC,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT006116,,LIB008074,R008506,RS004995,RS004995_T_FPS,52
