Run,Sample sheet_Sample_ID,Clinical/RnD,Support,Сlinical QC Required,Is it top off seq?,Is it reseq?,Sample target,FlowCell,Project,Source,Tumor/Normal,Input material type,"Extraction 
place",Extraction kit,Library construction kit,Library prob set kit,Case_ID (patient ID),Specimen_ID,"Library Lab_ID 
(unique)",Extract BG_ID,Patient BG_ID,Sample BG_ID,Library Concentration
230512_NovaD_XTHS2,WES-normal-230512_NovaD_Sample_1,RnD,No,No,,,,S1,Coverage map,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 RNA,V8+UTR,PT003656,,LIB007782,D003471,RS003047,RS003047_N_S,126
230512_NovaD_XTHS2,WES-normal-230512_NovaD_Sample_2,RnD,No,No,,,,S1,Coverage map,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 RNA,V8+UTR,PT003657,,LIB007783,D003472,RS003048,RS003048_N_S,104
230512_NovaD_XTHS2,WES-normal-230512_NovaD_Sample_3,RnD,No,No,,,,S1,Coverage map,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 RNA,V8+UTR,PT003658,,LIB007784,D003473,RS003049,RS003049_N_S,105
230512_NovaD_XTHS2,WES-normal-230512_NovaD_Sample_4,RnD,No,No,,,,S1,Coverage map,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 RNA,V8+UTR,PT003659,,LIB007785,D003474,RS003050,RS003050_N_S,62
230512_NovaD_XTHS2,WES-normal-230512_NovaD_Sample_5,RnD,No,No,,,,S1,Coverage map,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 RNA,V8+UTR,PT003660,,LIB007786,D003475,RS003051,RS003051_N_S,39
230512_NovaD_XTHS2,WES-normal-230512_NovaD_Sample_6,RnD,No,No,,,,S1,Coverage map,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 RNA,V8+UTR,PT003661,,LIB007787,D003476,RS003052,RS003052_N_S,40
230512_NovaD_XTHS2,WES-normal-230512_NovaD_Sample_7,RnD,No,No,,,,S1,Coverage map,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 RNA,V8+UTR,PT003662,,LIB007788,D003477,RS003053,RS003053_N_S,96
230512_NovaD_XTHS2,WES-normal-230512_NovaD_Sample_8,RnD,No,No,,,,S1,Coverage map,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 RNA,V8+UTR,PT003663,,LIB007789,D003478,RS003054,RS003054_N_S,124
230512_NovaD_XTHS2,WES-normal-230512_NovaD_Sample_9,RnD,No,No,,,,S1,Coverage map,DNA,normal,Whole blood,,Maxwell RSC Blood DNA Kit,Agilent XTHS2 RNA,V8+UTR,PT000685,,LIB007790,D003181,CP000614,CP000614_N_WB,77
230512_NovaD_XTHS2,WES-normal-230512_NovaD_Sample_10,RnD,No,No,,,,S1,Coverage map,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 RNA,V8+UTR,PT002039,,LIB007791,D004222,CP000762,CP000762_N_S,107
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_1,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT000414,F003819,LIB007314,R008329,RS002096,RS002096_T_PB1,16
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_2,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT000414,F003820,LIB007315,R008330,RS002096,RS002096_T_PB1,42
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_3,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT000414,F003821,LIB007316,R008331,RS002096,RS002096_T_PB1,9
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_4,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT000415,F003822,LIB007317,R008332,RS002097,RS002097_T_PB1,10
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_5,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT000415,F003823,LIB007318,R008333,RS002097,RS002097_T_PB1,96
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_6,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT000415,F003824,LIB007319,R008334,RS002097,RS002097_T_PB1,135
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_7,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003336,F003825,LIB007320,R008335,RS002948,RS002948_T_PB,82
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_8,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003336,F003826,LIB007321,R008336,RS002948,RS002948_T_PB,26
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_9,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003336,F003827,LIB007322,R008337,RS002948,RS002948_T_PB,103
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_10,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003338,F003829,LIB007323,R008338,RS002950,RS002950_T_PB,3
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_11,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003338,F003828,LIB007324,R008339,RS002950,RS002950_T_PB,31
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_12,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003338,F003830,LIB007325,R008340,RS002950,RS002950_T_PB,121
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_13,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003340,F003878,LIB007327,R008341,RS002952,RS002952_T_PB,133
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_14,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003340,F003879,LIB007328,R008342,RS002952,RS002952_T_PB,80
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_15,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003344,F003880,LIB007329,R008343,RS002956,RS002956_T_PB,144
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_16,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003344,F003881,LIB007330,R008344,RS002956,RS002956_T_PB,56
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_17,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003344,F003882,LIB007331,R008345,RS002956,RS002956_T_PB,93
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_18,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003348,F004048,LIB007332,R008346,RS002960,RS002960_T_PB,26
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_19,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003346,F004044,LIB007333,R008347,RS002958,RS002958_T_PB,106
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_20,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003342,F004042,LIB007334,R008348,RS002954,RS002954_T_PB,113
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_21,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003346,F004045,LIB007335,R008349,RS002958,RS002958_T_PB,149
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_22,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003348,F004046,LIB007336,R008350,RS002960,RS002960_T_PB,131
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_23,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003348,F004047,LIB007337,R008351,RS002960,RS002960_T_PB,44
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_24,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003342,F004041,LIB007338,R008352,RS002954,RS002954_T_PB,129
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_25,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003346,F004043,LIB007339,R008353,RS002958,RS002958_T_PB,22
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_26,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,PBMC,BG,Maxwell SimplyRNA,mRNA_prep,,PT003342,F004040,LIB007340,R008354,RS002954,RS002954_T_PB,37
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_27,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,FF,BG,Maxwell SimplyRNA,mRNA_prep,,,F003926,LIB007341,R008355,RS0536,RS0536_N_F,66
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_28,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,FF,BG,Maxwell SimplyRNA,mRNA_prep,,PT000286,F004029,LIB007342,R008356,RS001178,RS001178_N_F,37
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_29,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,FF,BG,Maxwell SimplyRNA,mRNA_prep,,PT000286,F004028,LIB007343,R008357,RS001178,RS001178_N_F,0
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_30,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,FF,BG,Maxwell SimplyRNA,mRNA_prep,,,F003931,LIB007344,R008358,RS0536,RS0536_N_F,123
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_31,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,FF,BG,Maxwell SimplyRNA,mRNA_prep,,PT000286,F004030,LIB007345,R008359,RS001178,RS001178_N_F,70
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_32,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,FF,BG,Maxwell SimplyRNA,mRNA_prep,,,F003930,LIB007346,R008360,RS0536,RS0536_N_F,85
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_33,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,FF,BG,Maxwell SimplyRNA,mRNA_prep,,,F003929,LIB007347,R008361,RS0536,RS0536_N_F,138
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_34,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,FF,BG,Maxwell SimplyRNA,mRNA_prep,,PT000286,F004027,LIB007348,R008362,RS001178,RS001178_N_F,4
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_35,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,FF,BG,Maxwell SimplyRNA,mRNA_prep,,,F003928,LIB007349,R008363,RS0536,RS0536_N_F,99
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_36,RnD,Yes,No,,,,S2,Immune Status,RNA,tumor,FF,BG,Maxwell SimplyRNA,mRNA_prep,,,F003927,LIB007350,R008364,RS0536,RS0536_N_F,105
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_37,Collaboration,Yes,Yes,,,,S2,MDA.Strati.FL.Blood,RNA,tumor,Whole blood,BG,Maxwell SimplyRNA,mRNA_prep,,PT005115,,LIB007907,R007878,RS003872,RS003872_N_WB,130
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_38,Collaboration,Yes,Yes,,,,S2,MDA.Strati.FL.Blood,RNA,tumor,Whole blood,BG,Maxwell SimplyRNA,mRNA_prep,,PT005116,,LIB007908,R007882,RS003876,RS003876_N_WB,105
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_39,Collaboration,Yes,Yes,,,,S2,MDA.Strati.FL.Blood,RNA,tumor,Whole blood,BG,Maxwell SimplyRNA,mRNA_prep,,PT005122,,LIB007909,R007898,RS003892,RS003892_N_WB,141
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_40,Collaboration,Yes,Yes,,,,S2,MDA.Strati.FL.Blood,RNA,tumor,Whole blood,BG,Maxwell SimplyRNA,mRNA_prep,,PT005124,,LIB007910,R007904,RS003898,RS003898_N_WB,149
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_41,Collaboration,Yes,Yes,,,,S2,MDA.Strati.FL.Blood,DNA,tumor,Whole blood,BG,Maxwell SimplyRNA,mRNA_prep,,PT005126,,LIB007911,R007910,RS003904,RS003904_N_WB,92
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_42,Collaboration,Yes,Yes,,,,S2,MDA.Strati.FL.Blood,DNA,tumor,Whole blood,BG,Maxwell SimplyRNA,mRNA_prep,,PT005129,,LIB007912,R007920,RS003914,RS003914_N_WB,17
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_43,Collaboration,Yes,Yes,,,,S2,MDA.Strati.FL.Blood,DNA,tumor,Whole blood,BG,Maxwell SimplyRNA,mRNA_prep,,PT005135,,LIB007913,R007935,RS003930,RS003930_N_WB,91
230512_NovaB_mRNA,RNASeq-tumor-230512_NovaB_Sample_44,Collaboration,Yes,Yes,,,,S2,MDA.Strati.FL.Blood,DNA,tumor,Whole blood,BG,Maxwell SimplyRNA,mRNA_prep,,PT005137,,LIB007914,R007942,RS003937,RS003937_N_WB,78
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_1,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT005965,,LIB007864,R008314,BG003823,BG003823_T_FPB,51
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_2,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT005824,,LIB007865,R008315,BG003769,BG003769_T_FPS,58
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_3,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT005823,,LIB007866,R008316,BG003765,BG003765_T_FPS,129
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_4,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT005629,,LIB007867,R008317,BG003740,BG003740_T_FPB,49
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_5,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT005149,,LIB007868,R008318,BG003691,BG003691_T_FPB,42
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_6,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT005144,,LIB007869,R008319,BG003669,BG003669_T_FPB3,145
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_7,Validation,Yes,No,,,,S2,Bravo Validation,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,,,LIB007870,R008320,BG003615,BG003615_T_FPS2,117
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_8,Validation,Yes,No,,,,S2,Bravo Validation,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT005009,,LIB007871,R008321,BG003554,BG003554_T_FPS2,68
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_9,Validation,Yes,No,,,,S2,Bravo Validation,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT005004,,LIB007872,R008322,BG003545,BG003545_T_FPB4,108
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_10,Validation,Yes,No,,,,S2,Bravo Validation,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT004973,,LIB007873,R008323,BG003528,BG003528_T_FPB2,11
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_11,Validation,Yes,No,,,,S2,Bravo Validation,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT004953,,LIB007874,R008324,BG003507,BG003507_T_FPB2,140
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_12,Validation,Yes,No,,,,S2,Bravo Validation,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT004694,,LIB007875,R008325,BG003432,BG003432_T_FPB,96
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_13,Validation,Yes,No,,,,S2,Bravo Validation,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT003597,,LIB007876,R008326,BG003085,BG003085_T_FPS,68
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_14,Validation,Yes,No,,,,S2,Bravo Validation,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT003316,,LIB007877,R008327,BG002924,BG002924_T_FPS,83
230512_NovaC_XTHS2,RNASeq-tumor-230512_NovaC_Sample_15,Validation,Yes,No,,,,S2,Bravo Validation,RNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 RNA,V7+UTR,PT001091,,LIB007878,R008328,BG002905,BG002905_T_FPS,13
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_16,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT005965,,LIB007879,D004374,BG003823,BG003823_T_FPB,124
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_17,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT005824,,LIB007880,D004375,BG003769,BG003769_T_FPS,71
230512_NovaC_XTHS2,WES-normal-230512_NovaC_Sample_18,Validation,Yes,No,,,,S2,Bravo Validation,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 DNA,V7,PT005824,,LIB007881,D004376,BG003769,BG003769_N_S,45
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_19,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT005823,,LIB007882,D004377,BG003765,BG003765_T_FPS,134
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_20,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT005629,,LIB007883,D004378,BG003740,BG003740_T_FPB,109
230512_NovaC_XTHS2,WES-normal-230512_NovaC_Sample_21,Validation,Yes,No,,,,S2,Bravo Validation,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 DNA,V7,PT005629,,LIB007884,D004379,BG003740,BG003740_N_S,101
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_22,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT005149,,LIB007885,D004380,BG003691,BG003691_T_FPB,74
230512_NovaC_XTHS2,WES-normal-230512_NovaC_Sample_23,Validation,Yes,No,,,,S2,Bravo Validation,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 DNA,V7,PT005149,,LIB007886,D004381,BG003691,BG003691_N_S,106
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_24,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT005144,,LIB007887,D004382,BG003669,BG003669_T_FPB3,41
230512_NovaC_XTHS2,WES-normal-230512_NovaC_Sample_25,Validation,Yes,No,,,,S2,Bravo Validation,DNA,normal,Whole blood,,Maxwell RSC Blood DNA Kit,Agilent XTHS2 DNA,V7,PT005144,,LIB007888,D004383,BG003669,BG003669_N_WB,74
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_26,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,,,LIB007889,D004384,BG003615,BG003615_T_FPS2,138
230512_NovaC_XTHS2,WES-normal-230512_NovaC_Sample_27,Validation,Yes,No,,,,S2,Bravo Validation,DNA,normal,Whole blood,,Maxwell RSC Blood DNA Kit,Agilent XTHS2 DNA,V7,,,LIB007890,D004385,BG003615,BG003615_N_WB,98
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_28,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT005009,,LIB007891,D004386,BG003554,BG003554_T_FPS2,9
230512_NovaC_XTHS2,WES-normal-230512_NovaC_Sample_29,Validation,Yes,No,,,,S2,Bravo Validation,DNA,normal,Whole blood,,Maxwell RSC Blood DNA Kit,Agilent XTHS2 DNA,V7,PT005009,,LIB007892,D004387,BG003554,BG003554_N_WB,133
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_30,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT005004,,LIB007893,D004388,BG003545,BG003545_T_FPB4,104
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_31,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT004973,,LIB007894,D004389,BG003528,BG003528_T_FPB2,102
230512_NovaC_XTHS2,WES-normal-230512_NovaC_Sample_32,Validation,Yes,No,,,,S2,Bravo Validation,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 DNA,V7,PT004973,,LIB007895,D004390,BG003528,BG003528_N_S,60
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_33,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT004953,,LIB007896,D004391,BG003507,BG003507_T_FPB2,79
230512_NovaC_XTHS2,WES-normal-230512_NovaC_Sample_34,Validation,Yes,No,,,,S2,Bravo Validation,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 DNA,V7,PT004953,,LIB007897,D004392,BG003507,BG003507_N_S,57
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_35,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT004694,,LIB007898,D004393,BG003432,BG003432_T_FPB,116
230512_NovaC_XTHS2,WES-normal-230512_NovaC_Sample_36,Validation,Yes,No,,,,S2,Bravo Validation,DNA,normal,Whole blood,,Maxwell RSC Blood DNA Kit,Agilent XTHS2 DNA,V7,PT004694,,LIB007899,D004394,BG003432,BG003432_N_WB,109
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_37,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT004688,,LIB007900,D004395,BG003422,BG003422_T_FPB4,32
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_38,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT003597,,LIB007901,D004396,BG003085,BG003085_T_FPS,43
230512_NovaC_XTHS2,WES-normal-230512_NovaC_Sample_39,Validation,Yes,No,,,,S2,Bravo Validation,DNA,normal,Whole blood,,Maxwell RSC Blood DNA Kit,Agilent XTHS2 DNA,V7,PT003597,,LIB007902,D004397,BG003085,BG003085_N_WB,97
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_40,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT003316,,LIB007903,D004398,BG002924,BG002924_T_FPS,14
230512_NovaC_XTHS2,WES-normal-230512_NovaC_Sample_41,Validation,Yes,No,,,,S2,Bravo Validation,DNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 DNA,V7,PT003316,,LIB007904,D004399,BG002924,BG002924_N_S,98
230512_NovaC_XTHS2,WES-tumor-230512_NovaC_Sample_42,Validation,Yes,No,,,,S2,Bravo Validation,DNA,tumor,FFPE,,Qiagen AllPrep DNA/RNA FFPE,Agilent XTHS2 DNA,V7,PT001091,,LIB007905,D004400,BG002905,BG002905_T_FPS,3
230512_NovaC_XTHS2,WES-normal-230512_NovaC_Sample_43,Validation,Yes,No,,,,S2,Bravo Validation,DNA,normal,Whole blood,,Maxwell RSC Blood DNA Kit,Agilent XTHS2 DNA,V7,PT001091,,LIB007906,D004401,BG002905,BG002905_N_WB,53
230515_NovaC_XTHS2,WES-normal-230515_NovaC_Sample_1,RnD,Yes,No,,,,S1,cfDNA Fusions,DNA,normal,FFPE,,Qiagen+Maxwell,BG cfDNA panel,,PT004579,,LIB007754,D004170,RS003695,RS0007_N_FPB,104
